org_id,announcement_language,preferred_language,time_zone,country,licenses_id,route_type,rg_id,calling_data,number_type,number_usage_type,number_state
Y2lzY29zcGFyazovL3VzL09SR0FOSVpBVElPTi9lNWY3ZDk3My1iMjY5LTQ2ODYtOTk3ZS00NTExOTE2OGNlZDI,ca_es,es_Es,Europe / Madrid,ES,Y2lzY29zcGFyazovL3VzL0xJQ0VOU0UvZTVmN2Q5NzMtYjI2OS00Njg2LTk5N2UtNDUxMTkxNjhjZWQyOkJDU1REX2UwZjY1MTNmLTFhYWEtNDU4Yi05OGE2LTllNWZkMDcyNzU2OA,ROUTE_GROUP,Y2lzY29zcGFyazovL3VzL1JPVVRFX0dST1VQL2UyZGM5YTkxLWI3MjQtNGI2Ni04ZDJmLWU2ZTBkMWQ0YjBlZA,TRUE,DID,NONE,INACTIVE
